słowo, udział procentowy w wikipedii duńskiej, stała prawa zipfa
problemer, 0.00011%, 0.09059
skrive, 0.00011%, 0.09060
forsøg, 0.00011%, 0.09051
løber, 0.00011%, 0.09060
my, 0.00011%, 0.09055
formål, 0.00011%, 0.09051
ad, 0.00011%, 0.09032
poul, 0.00011%, 0.09019
østlige, 0.00011%, 0.09022
fortsat, 0.00011%, 0.09021
nævnes, 0.00010%, 0.09016
stemme, 0.00010%, 0.09017
dvs, 0.00010%, 0.08995
turneringen, 0.00010%, 0.09002
måneder, 0.00010%, 0.09012
frederiksberg, 0.00010%, 0.09021
opkaldt, 0.00010%, 0.09029
feb, 0.00010%, 0.09027
optaget, 0.00010%, 0.09031
stilling, 0.00010%, 0.09040
bror, 0.00010%, 0.09048
single, 0.00010%, 0.09044
styrker, 0.00010%, 0.09051
produceret, 0.00010%, 0.09060
slot, 0.00010%, 0.09035
centrum, 0.00010%, 0.09026
japansk, 0.00010%, 0.09034
årene, 0.00010%, 0.09042
hvorefter, 0.00010%, 0.09049
tom, 0.00010%, 0.09057
me, 0.00010%, 0.09042
randers, 0.00010%, 0.09047
opnåede, 0.00010%, 0.09058
jacob, 0.00010%, 0.09068
radio, 0.00010%, 0.09069
navne, 0.00010%, 0.09072
århus, 0.00010%, 0.09081
endte, 0.00010%, 0.09089
arbejdet, 0.00010%, 0.09092
familien, 0.00010%, 0.09087
rige, 0.00010%, 0.09097
iii, 0.00010%, 0.09101
såkaldte, 0.00010%, 0.09106
regeringen, 0.00010%, 0.09107
link, 0.00010%, 0.09104
særligt, 0.00010%, 0.09108
såsom, 0.00010%, 0.09112
bidrag, 0.00010%, 0.09109
selskab, 0.00010%, 0.09109
højre, 0.00010%, 0.09105
georg, 0.00010%, 0.09108
hvorfor, 0.00010%, 0.09118
petersen, 0.00010%, 0.09123
oslo, 0.00010%, 0.09123
os, 0.00010%, 0.09130
gerne, 0.00010%, 0.09114
spor, 0.00010%, 0.09124
fælles, 0.00010%, 0.09129
placering, 0.00010%, 0.09138
deltagelse, 0.00010%, 0.09136
aug, 0.00010%, 0.09138
kaldt, 0.00010%, 0.09110
rom, 0.00010%, 0.09118
løb, 0.00010%, 0.09104
otto, 0.00010%, 0.09112
møller, 0.00010%, 0.09115
sejr, 0.00010%, 0.09121
fald, 0.00010%, 0.09129
indre, 0.00010%, 0.09139
hvide, 0.00010%, 0.09127
kategoriamerikanske, 0.00010%, 0.09129
dannet, 0.00010%, 0.09137
stumfilm, 0.00010%, 0.09147
one, 0.00010%, 0.09138
out, 0.00010%, 0.09147
knud, 0.00010%, 0.09152
morten, 0.00010%, 0.09156
almindelig, 0.00010%, 0.09158
holde, 0.00010%, 0.09160
jun, 0.00010%, 0.09158
serie, 0.00010%, 0.09160
mvh, 0.00010%, 0.09169
cirka, 0.00010%, 0.09147
højere, 0.00010%, 0.09150
udviklet, 0.00010%, 0.09155
stand, 0.00010%, 0.09162
nationale, 0.00010%, 0.09166
grupper, 0.00010%, 0.09171
tidlige, 0.00010%, 0.09173
fly, 0.00010%, 0.09177
sluttede, 0.00010%, 0.09147
lykkedes, 0.00010%, 0.09150
stockholm, 0.00010%, 0.09158
bronze, 0.00010%, 0.09167
best, 0.00010%, 0.09169
ø, 0.00010%, 0.09173
officielt, 0.00010%, 0.09180
kategoristumfilm, 0.00010%, 0.09172
olsen, 0.00010%, 0.09177
biografisk, 0.00010%, 0.09185
alexander, 0.00010%, 0.09186
indflydelse, 0.00010%, 0.09161
selve, 0.00010%, 0.09161
befolkning, 0.00010%, 0.09160
ansat, 0.00010%, 0.09162
black, 0.00010%, 0.09162
hvem, 0.00010%, 0.09165
solgt, 0.00010%, 0.09175
olympiske, 0.00010%, 0.09184
stærkt, 0.00010%, 0.09183
fri, 0.00010%, 0.09186
klub, 0.00010%, 0.09192
henry, 0.00010%, 0.09197
tjeneste, 0.00010%, 0.09186
ting, 0.00010%, 0.09183
udnævnt, 0.00010%, 0.09182
visse, 0.00010%, 0.09184
nov, 0.00010%, 0.09194
offentlige, 0.00010%, 0.09202
billede, 0.00009%, 0.09200
american, 0.00009%, 0.09202
are, 0.00009%, 0.09210
dec, 0.00009%, 0.09179
club, 0.00009%, 0.09188
vinde, 0.00009%, 0.09187
boede, 0.00009%, 0.09173
komponist, 0.00009%, 0.09182
skov, 0.00009%, 0.09166
hertug, 0.00009%, 0.09166
mesterskab, 0.00009%, 0.09171
vilhelm, 0.00009%, 0.09133
økonomiske, 0.00009%, 0.09124
foran, 0.00009%, 0.09132
ledelse, 0.00009%, 0.09138
song, 0.00009%, 0.09141
sørensen, 0.00009%, 0.09139
historien, 0.00009%, 0.09143
valg, 0.00009%, 0.09152
top, 0.00009%, 0.09158
brugte, 0.00009%, 0.09163
moskva, 0.00009%, 0.09167
forlod, 0.00009%, 0.09163
sep, 0.00009%, 0.09137
meste, 0.00009%, 0.09141
skibe, 0.00009%, 0.09143
west, 0.00009%, 0.09135
harry, 0.00009%, 0.09143
placeret, 0.00009%, 0.09149
færøerne, 0.00009%, 0.09156
rock, 0.00009%, 0.09164
russisk, 0.00009%, 0.09173
sige, 0.00009%, 0.09178
stil, 0.00009%, 0.09166
efterhånden, 0.00009%, 0.09169
skete, 0.00009%, 0.09177
ordet, 0.00009%, 0.09186
hustru, 0.00009%, 0.09191
følger, 0.00009%, 0.09193
belgien, 0.00009%, 0.09200
ellers, 0.00009%, 0.09208
tropper, 0.00009%, 0.09216
livet, 0.00009%, 0.09216
ejerlav, 0.00009%, 0.09199
kraks, 0.00009%, 0.09193
do, 0.00009%, 0.09202
statens, 0.00009%, 0.09178
virksomhed, 0.00009%, 0.09183
guitar, 0.00009%, 0.09192
okt, 0.00009%, 0.09200
høje, 0.00009%, 0.09186
britisk, 0.00009%, 0.09186
mio, 0.00009%, 0.09180
anvendt, 0.00009%, 0.09162
ti, 0.00009%, 0.09119
ludvig, 0.00009%, 0.09128
heller, 0.00009%, 0.09103
kommuner, 0.00009%, 0.09100
kontrakt, 0.00009%, 0.09109
tabte, 0.00009%, 0.09091
vejle, 0.00009%, 0.09086
omfattende, 0.00009%, 0.09091
liga, 0.00009%, 0.09090
let, 0.00009%, 0.09092
huset, 0.00009%, 0.09094
virksomheden, 0.00009%, 0.09052
træk, 0.00009%, 0.09052
wilhelm, 0.00009%, 0.09056
manuskript, 0.00009%, 0.09063
forslag, 0.00009%, 0.09063
kejser, 0.00009%, 0.09062
north, 0.00009%, 0.09055
begravet, 0.00009%, 0.09057
handler, 0.00009%, 0.09064
award, 0.00009%, 0.09069
almindelige, 0.00009%, 0.09076
partiet, 0.00009%, 0.09083
åbnede, 0.00009%, 0.09087
mente, 0.00009%, 0.09095
ungarn, 0.00009%, 0.09099
daniel, 0.00009%, 0.09104
arne, 0.00009%, 0.09097
japanske, 0.00009%, 0.09105
årig, 0.00009%, 0.09111
skolen, 0.00009%, 0.09114
andreas, 0.00009%, 0.09121
virksomheder, 0.00009%, 0.09124
ukraine, 0.00009%, 0.09121
alene, 0.00009%, 0.09120
kategoriolympiske, 0.00009%, 0.09114
uddannet, 0.00009%, 0.09117
fulgte, 0.00009%, 0.09120
bestemt, 0.00009%, 0.09116
tvserie, 0.00009%, 0.09120
siger, 0.00009%, 0.09126
professionel, 0.00009%, 0.09134
krav, 0.00009%, 0.09141
ønskede, 0.00009%, 0.09148
skotland, 0.00009%, 0.09155
dyr, 0.00009%, 0.09148
lever, 0.00009%, 0.09150
væk, 0.00009%, 0.09157
org, 0.00009%, 0.09163
endelig, 0.00009%, 0.09165
interesse, 0.00009%, 0.09140
grønland, 0.00009%, 0.09148
skabe, 0.00009%, 0.09140
flag, 0.00009%, 0.09147
vel, 0.00009%, 0.09155
generelt, 0.00008%, 0.09162
lagt, 0.00008%, 0.09152
lærer, 0.00008%, 0.09159
ende, 0.00008%, 0.09163
samfund, 0.00008%, 0.09152
bygningen, 0.00008%, 0.09160
ganske, 0.00008%, 0.09166
gyldendal, 0.00008%, 0.09160
udgør, 0.00008%, 0.09168
å, 0.00008%, 0.09134
fortæller, 0.00008%, 0.09139
netop, 0.00008%, 0.09146
dræbt, 0.00008%, 0.09148
page, 0.00008%, 0.09147
italienske, 0.00008%, 0.09119
sker, 0.00008%, 0.09121
dig, 0.00008%, 0.09121
officiel, 0.00008%, 0.09115
eksempler, 0.00008%, 0.09112
lignende, 0.00008%, 0.09118
brugere, 0.00008%, 0.09111
længe, 0.00008%, 0.09114
www, 0.00008%, 0.09120
spil, 0.00008%, 0.09127
di, 0.00008%, 0.09132
snart, 0.00008%, 0.09135
brasilien, 0.00008%, 0.09126
kim, 0.00008%, 0.09132
beskrivelse, 0.00008%, 0.09131
alder, 0.00008%, 0.09137
folketinget, 0.00008%, 0.09115
provinsen, 0.00008%, 0.09122
antallet, 0.00008%, 0.09113
biografi, 0.00008%, 0.09121
sanger, 0.00008%, 0.09118
air, 0.00008%, 0.09123
true, 0.00008%, 0.09116
højde, 0.00008%, 0.09113
produktion, 0.00008%, 0.09100
konstruktioner, 0.00008%, 0.09103
rejse, 0.00008%, 0.09098
ja, 0.00008%, 0.09106
esbjerg, 0.00008%, 0.09112
group, 0.00008%, 0.09119
daværende, 0.00008%, 0.09123
grænser, 0.00008%, 0.09103
records, 0.00008%, 0.09106
jack, 0.00008%, 0.09111
south, 0.00008%, 0.09115
hvilken, 0.00008%, 0.09114
los, 0.00008%, 0.09118
sport, 0.00008%, 0.09117
retning, 0.00008%, 0.09115
boldklub, 0.00008%, 0.09121
sikre, 0.00008%, 0.09128
life, 0.00008%, 0.09130
tildelt, 0.00008%, 0.09133
udtryk, 0.00008%, 0.09120
model, 0.00008%, 0.09116
landsbyen, 0.00008%, 0.09117
fjerde, 0.00008%, 0.09117
voksede, 0.00008%, 0.09121
max, 0.00008%, 0.09113
episode, 0.00008%, 0.09106
styrke, 0.00008%, 0.09112
vigtig, 0.00008%, 0.09101
soldater, 0.00008%, 0.09106
forsøgte, 0.00008%, 0.09104
ændret, 0.00008%, 0.09104
udover, 0.00008%, 0.09112
smith, 0.00008%, 0.09116
mexico, 0.00008%, 0.09107
lund, 0.00008%, 0.09110
spørgsmål, 0.00008%, 0.09111
studerede, 0.00008%, 0.09106
samling, 0.00008%, 0.09104
satte, 0.00008%, 0.09108
mit, 0.00008%, 0.09116
dødei, 0.00008%, 0.09124
valget, 0.00008%, 0.09126
bad, 0.00008%, 0.09131
ude, 0.00008%, 0.09124
skriver, 0.00008%, 0.09121
økonomi, 0.00008%, 0.09122
prinsesse, 0.00008%, 0.09129
konservative, 0.00008%, 0.09135
el, 0.00008%, 0.09130
co, 0.00008%, 0.09135
hørte, 0.00008%, 0.09142
louis, 0.00008%, 0.09142
levendepersoner, 0.00008%, 0.09133
minutter, 0.00008%, 0.09132
slået, 0.00008%, 0.09122
italiensk, 0.00008%, 0.09128
opstod, 0.00008%, 0.09132
else, 0.00008%, 0.09133
pdf, 0.00008%, 0.09138
kg, 0.00008%, 0.09144
slags, 0.00008%, 0.09147
grækenland, 0.00008%, 0.09153
økonomisk, 0.00008%, 0.09149
barn, 0.00008%, 0.09151
hedder, 0.00008%, 0.09155
kvindelige, 0.00008%, 0.09161
ekstra, 0.00008%, 0.09162
kategorifilm, 0.00008%, 0.09168
dagen, 0.00008%, 0.09171
derved, 0.00008%, 0.09176
selskabet, 0.00008%, 0.09179
skabt, 0.00008%, 0.09182
debuterede, 0.00008%, 0.09184
uge, 0.00008%, 0.09176
militære, 0.00008%, 0.09171
grænsen, 0.00008%, 0.09167
value, 0.00008%, 0.09174
joseph, 0.00008%, 0.09114
vol, 0.00008%, 0.09121
hovedstad, 0.00008%, 0.09104
gud, 0.00008%, 0.09111
kw, 0.00008%, 0.09114
såvel, 0.00008%, 0.09120
first, 0.00008%, 0.09123
middelalderen, 0.00008%, 0.09129
king, 0.00008%, 0.09136
vis, 0.00008%, 0.09135
derimod, 0.00008%, 0.09140
sagde, 0.00008%, 0.09129
udført, 0.00008%, 0.09135
folkeparti, 0.00008%, 0.09139
magt, 0.00008%, 0.09134
titler, 0.00008%, 0.09142
prix, 0.00008%, 0.09132
stationen, 0.00008%, 0.09127
tilsvarende, 0.00008%, 0.09134
led, 0.00008%, 0.09138
begivenheder, 0.00008%, 0.09132
klubber, 0.00008%, 0.09139
klar, 0.00008%, 0.09142
nej, 0.00008%, 0.09146
slog, 0.00008%, 0.09130
øvrigt, 0.00008%, 0.09136
alligevel, 0.00007%, 0.09141
månekrater, 0.00007%, 0.09138
besøgt, 0.00007%, 0.09140
kongens, 0.00007%, 0.09145
havet, 0.00007%, 0.09152
sø, 0.00007%, 0.09157
banen, 0.00007%, 0.09164
simon, 0.00007%, 0.09161
aktiv, 0.00007%, 0.09149
will, 0.00007%, 0.09154
sten, 0.00007%, 0.09136
enig, 0.00007%, 0.09142
udviklede, 0.00007%, 0.09147
kategorisogne, 0.00007%, 0.09150
irland, 0.00007%, 0.09155
klasse, 0.00007%, 0.09152
træner, 0.00007%, 0.09152
benyttes, 0.00007%, 0.09158
kilderhenvisninger, 0.00007%, 0.09157
rasmus, 0.00007%, 0.09160
start, 0.00007%, 0.09168
faldt, 0.00007%, 0.09174
yngre, 0.00007%, 0.09170
awards, 0.00007%, 0.09168
status, 0.00007%, 0.09170
modsætning, 0.00007%, 0.09177
danner, 0.00007%, 0.09176
tidsskrift, 0.00007%, 0.09183
prisen, 0.00007%, 0.09181
adgang, 0.00007%, 0.09187
lee, 0.00007%, 0.09182
romerske, 0.00007%, 0.09181
uefa, 0.00007%, 0.09189
ægteskab, 0.00007%, 0.09181
gade, 0.00007%, 0.09174
borgmester, 0.00007%, 0.09182
rmir, 0.00007%, 0.09189
symfoni, 0.00007%, 0.09189
kommun, 0.00007%, 0.09170
sort, 0.00007%, 0.09164
online, 0.00007%, 0.09168
steen, 0.00007%, 0.09174
din, 0.00007%, 0.09177
sociale, 0.00007%, 0.09181
oftest, 0.00007%, 0.09175
albert, 0.00007%, 0.09176
oplysninger, 0.00007%, 0.09174
indledende, 0.00007%, 0.09165
overfor, 0.00007%, 0.09160
mads, 0.00007%, 0.09149
ung, 0.00007%, 0.09149
maler, 0.00007%, 0.09153
henholdsvis, 0.00007%, 0.09154
skibet, 0.00007%, 0.09159
hotel, 0.00007%, 0.09166
faktisk, 0.00007%, 0.09172
israel, 0.00007%, 0.09167
festival, 0.00007%, 0.09172
orden, 0.00007%, 0.09179
penge, 0.00007%, 0.09174
star, 0.00007%, 0.09174
indhold, 0.00007%, 0.09176
befolkningen, 0.00007%, 0.09181
arkitekt, 0.00007%, 0.09182
rejste, 0.00007%, 0.09185
ni, 0.00007%, 0.09187
dokumentarfilm, 0.00007%, 0.09181
huse, 0.00007%, 0.09180
htm, 0.00007%, 0.09176
usas, 0.00007%, 0.09178
sorte, 0.00007%, 0.09185
france, 0.00007%, 0.09178
flyttet, 0.00007%, 0.09185
solgte, 0.00007%, 0.09191
ønsker, 0.00007%, 0.09197
wien, 0.00007%, 0.09200
union, 0.00007%, 0.09197
private, 0.00007%, 0.09192
jesper, 0.00007%, 0.09185
hall, 0.00007%, 0.09186
kraft, 0.00007%, 0.09186
louise, 0.00007%, 0.09190
eksempelvis, 0.00007%, 0.09175
enheder, 0.00007%, 0.09181
begynder, 0.00007%, 0.09177
sovjetiske, 0.00007%, 0.09166
trak, 0.00007%, 0.09173
partier, 0.00007%, 0.09180
nomineret, 0.00007%, 0.09177
washington, 0.00007%, 0.09178
heraf, 0.00007%, 0.09179
function, 0.00007%, 0.09180
nemlig, 0.00007%, 0.09184
stat, 0.00007%, 0.09187
design, 0.00007%, 0.09184
seneste, 0.00007%, 0.09190
gælder, 0.00007%, 0.09188
kategoriskuespillere, 0.00007%, 0.09184
indgik, 0.00007%, 0.09188
text, 0.00007%, 0.09190
journalist, 0.00007%, 0.09194
bor, 0.00007%, 0.09184
mødte, 0.00007%, 0.09188
højt, 0.00007%, 0.09194
svend, 0.00007%, 0.09193
arena, 0.00007%, 0.09200
specielt, 0.00007%, 0.09206
lys, 0.00007%, 0.09193
jakob, 0.00007%, 0.09181
våben, 0.00007%, 0.09185
uk, 0.00007%, 0.09184
championship, 0.00007%, 0.09191
indien, 0.00007%, 0.09196
henvisning, 0.00007%, 0.09203
nævnt, 0.00007%, 0.09209
foreningen, 0.00007%, 0.09214
politiken, 0.00007%, 0.09216
bank, 0.00007%, 0.09219
endvidere, 0.00007%, 0.09226
regionen, 0.00007%, 0.09223
besluttede, 0.00007%, 0.09227
intet, 0.00007%, 0.09232
inde, 0.00007%, 0.09220
dato, 0.00007%, 0.09218
venner, 0.00007%, 0.09224
sagen, 0.00007%, 0.09225
mary, 0.00007%, 0.09223
central, 0.00007%, 0.09228
omgang, 0.00007%, 0.09235
mnchen, 0.00007%, 0.09226
nogensinde, 0.00007%, 0.09230
energi, 0.00007%, 0.09235
lod, 0.00007%, 0.09237
wales, 0.00007%, 0.09241
metal, 0.00007%, 0.09245
pga, 0.00007%, 0.09249
nedlagt, 0.00007%, 0.09254
betød, 0.00007%, 0.09252
friedrich, 0.00007%, 0.09250
am, 0.00007%, 0.09252
madsen, 0.00007%, 0.09253
egentlig, 0.00007%, 0.09260
peder, 0.00007%, 0.09258
spanske, 0.00007%, 0.09263
staten, 0.00007%, 0.09265
forskning, 0.00007%, 0.09260
besejrede, 0.00007%, 0.09262
modtaget, 0.00007%, 0.09268
fred, 0.00007%, 0.09275
hvilke, 0.00007%, 0.09272
vores, 0.00007%, 0.09273
school, 0.00007%, 0.09271
harald, 0.00007%, 0.09266
scorede, 0.00007%, 0.09268
udvidet, 0.00007%, 0.09260
house, 0.00007%, 0.09265
river, 0.00007%, 0.09255
ed, 0.00007%, 0.09241
midt, 0.00007%, 0.09244
rumænien, 0.00007%, 0.09249
portugal, 0.00007%, 0.09248
lade, 0.00007%, 0.09247
undersøgelse, 0.00007%, 0.09250
danskereitallet, 0.00007%, 0.09255
bayern, 0.00007%, 0.09261
kommet, 0.00007%, 0.09265
ben, 0.00007%, 0.09270
ændringer, 0.00007%, 0.09257
ff, 0.00007%, 0.09262
studier, 0.00007%, 0.09262
oversat, 0.00007%, 0.09260
verdensmesterskabet, 0.00007%, 0.09264
adam, 0.00007%, 0.09257
kone, 0.00007%, 0.09251
table, 0.00007%, 0.09252
slag, 0.00007%, 0.09244
forbundet, 0.00007%, 0.09247
udbredt, 0.00007%, 0.09241
kritik, 0.00007%, 0.09243
møde, 0.00007%, 0.09247
kategoribygninger, 0.00007%, 0.09251
vigtige, 0.00007%, 0.09255
nordiske, 0.00007%, 0.09260
kategoridramafilm, 0.00007%, 0.09258
allierede, 0.00007%, 0.09263
ernst, 0.00007%, 0.09261
praksis, 0.00007%, 0.09264
størrelse, 0.00007%, 0.09255
forældre, 0.00007%, 0.09258
horsens, 0.00007%, 0.09264
eurovision, 0.00007%, 0.09266
personlige, 0.00007%, 0.09267
tekniske, 0.00007%, 0.09266
svært, 0.00007%, 0.09267
værk, 0.00007%, 0.09272
øer, 0.00007%, 0.09272
kørte, 0.00007%, 0.09256
sandsynligvis, 0.00007%, 0.09258
forening, 0.00007%, 0.09260
kolding, 0.00007%, 0.09262
kendes, 0.00007%, 0.09257
muligvis, 0.00007%, 0.09251
beskrevet, 0.00007%, 0.09258
times, 0.00007%, 0.09263
show, 0.00007%, 0.09261
oscar, 0.00007%, 0.09259
war, 0.00006%, 0.09262
so, 0.00006%, 0.09266
och, 0.00006%, 0.09268
plan, 0.00006%, 0.09272
jord, 0.00006%, 0.09271
mw, 0.00006%, 0.09273
priser, 0.00006%, 0.09278
umiddelbart, 0.00006%, 0.09279
ansatte, 0.00006%, 0.09281
tillige, 0.00006%, 0.09283
klart, 0.00006%, 0.09285
foruden, 0.00006%, 0.09290
cd, 0.00006%, 0.09295
religion, 0.00006%, 0.09297
we, 0.00006%, 0.09300
edward, 0.00006%, 0.09290
manchester, 0.00006%, 0.09285
ukendt, 0.00006%, 0.09280
street, 0.00006%, 0.09286
provins, 0.00006%, 0.09290
skabelon, 0.00006%, 0.09272
delt, 0.00006%, 0.09276
arthur, 0.00006%, 0.09283
former, 0.00006%, 0.09281
problem, 0.00006%, 0.09283
pladsen, 0.00006%, 0.09274
jacobsen, 0.00006%, 0.09276
græske, 0.00006%, 0.09274
bred, 0.00006%, 0.09280
line, 0.00006%, 0.09285
args, 0.00006%, 0.09289
bo, 0.00006%, 0.09294
filmografi, 0.00006%, 0.09297
fandtes, 0.00006%, 0.09298
emil, 0.00006%, 0.09298
kategorihåndboldspillere, 0.00006%, 0.09299
institut, 0.00006%, 0.09301
uger, 0.00006%, 0.09306
udviklingen, 0.00006%, 0.09294
tro, 0.00006%, 0.09301
your, 0.00006%, 0.09303
holder, 0.00006%, 0.09307
football, 0.00006%, 0.09296
timer, 0.00006%, 0.09282
chef, 0.00006%, 0.09288
græsk, 0.00006%, 0.09291
stiftet, 0.00006%, 0.09293
gået, 0.00006%, 0.09297
diskografi, 0.00006%, 0.09303
hen, 0.00006%, 0.09303
regel, 0.00006%, 0.09307
bestående, 0.00006%, 0.09311
les, 0.00006%, 0.09318
big, 0.00006%, 0.09314
y, 0.00006%, 0.09307
vise, 0.00006%, 0.09304
id, 0.00006%, 0.09298
kontrol, 0.00006%, 0.09303
hjælpe, 0.00006%, 0.09306
white, 0.00006%, 0.09310
fordel, 0.00006%, 0.09310
sophie, 0.00006%, 0.09312
foregår, 0.00006%, 0.09314
gymnasium, 0.00006%, 0.09318
fejl, 0.00006%, 0.09317
museet, 0.00006%, 0.09319
materiale, 0.00006%, 0.09304
can, 0.00006%, 0.09306
afrika, 0.00006%, 0.09299
listen, 0.00006%, 0.09305
stå, 0.00006%, 0.09303
dengang, 0.00006%, 0.09295
efteråret, 0.00006%, 0.09301
pris, 0.00006%, 0.09298
levede, 0.00006%, 0.09286
lufthavn, 0.00006%, 0.09288
tab, 0.00006%, 0.09289
kristne, 0.00006%, 0.09293
portræt, 0.00006%, 0.09285
ejer, 0.00006%, 0.09290
gustav, 0.00006%, 0.09295
dannede, 0.00006%, 0.09293
etablereti, 0.00006%, 0.09284
niveau, 0.00006%, 0.09289
privat, 0.00006%, 0.09290
debut, 0.00006%, 0.09295
hovedstaden, 0.00006%, 0.09297
optrådte, 0.00006%, 0.09284
projektet, 0.00006%, 0.09283
stillede, 0.00006%, 0.09271
latin, 0.00006%, 0.09274
betegnelsen, 0.00006%, 0.09274
militær, 0.00006%, 0.09279
jones, 0.00006%, 0.09272
tegnet, 0.00006%, 0.09269
oprindelig, 0.00006%, 0.09268
ridder, 0.00006%, 0.09271
skyldes, 0.00006%, 0.09265
kirker, 0.00006%, 0.09269
kunstnere, 0.00006%, 0.09272
nyere, 0.00006%, 0.09272
afdøde, 0.00006%, 0.09266
ishockey, 0.00006%, 0.09267
giftede, 0.00006%, 0.09269
flåde, 0.00006%, 0.09269
tror, 0.00006%, 0.09275
møder, 0.00006%, 0.09270
længde, 0.00006%, 0.09273
blue, 0.00006%, 0.09273
angeles, 0.00006%, 0.09276
danish, 0.00006%, 0.09281
berømte, 0.00006%, 0.09285
herning, 0.00006%, 0.09285
night, 0.00006%, 0.09286
emner, 0.00006%, 0.09286
mangler, 0.00006%, 0.09288
stykke, 0.00006%, 0.09292
præget, 0.00006%, 0.09293
planter, 0.00006%, 0.09293
stadion, 0.00006%, 0.09299
elisabeth, 0.00006%, 0.09294
organisation, 0.00006%, 0.09297
forlaget, 0.00006%, 0.09295
inspireret, 0.00006%, 0.09301
californien, 0.00006%, 0.09303
mening, 0.00006%, 0.09309
im, 0.00006%, 0.09315
day, 0.00006%, 0.09318
vinterol, 0.00006%, 0.09324
castle, 0.00006%, 0.09320
delstat, 0.00006%, 0.09319
galleri, 0.00006%, 0.09324
begrebet, 0.00006%, 0.09326
paddingleftpx, 0.00006%, 0.09330
indbyggertal, 0.00006%, 0.09330
træ, 0.00006%, 0.09323
foråret, 0.00006%, 0.09314
total, 0.00006%, 0.09318
finale, 0.00006%, 0.09324
champions, 0.00006%, 0.09327
afgørende, 0.00006%, 0.09330
ven, 0.00006%, 0.09332
rollen, 0.00006%, 0.09327
angrebet, 0.00006%, 0.09330
republik, 0.00006%, 0.09333
kirkegård, 0.00006%, 0.09339
teksten, 0.00006%, 0.09343
year, 0.00006%, 0.09341
biskop, 0.00006%, 0.09339
sir, 0.00006%, 0.09339
fokus, 0.00006%, 0.09343
social, 0.00006%, 0.09338
taler, 0.00006%, 0.09330
williams, 0.00006%, 0.09334
optræder, 0.00006%, 0.09337
åbne, 0.00006%, 0.09336
tidligt, 0.00006%, 0.09341
mistede, 0.00006%, 0.09334
tyrkiet, 0.00006%, 0.09333
ik, 0.00006%, 0.09338
brød, 0.00006%, 0.09342
kroner, 0.00006%, 0.09348
landsby, 0.00006%, 0.09351
alfred, 0.00006%, 0.09345
kaptajn, 0.00006%, 0.09342
ribe, 0.00006%, 0.09344
jean, 0.00006%, 0.09349
parken, 0.00006%, 0.09350
up, 0.00006%, 0.09347
hovedsageligt, 0.00006%, 0.09336
klubbens, 0.00006%, 0.09337
dækker, 0.00006%, 0.09325
fremstillet, 0.00006%, 0.09331
oxford, 0.00006%, 0.09327
kategorikommuner, 0.00006%, 0.09331
greve, 0.00006%, 0.09335
forblev, 0.00006%, 0.09328
erstattet, 0.00006%, 0.09329
super, 0.00006%, 0.09322
universitetet, 0.00006%, 0.09322
pugilist, 0.00006%, 0.09324
hed, 0.00006%, 0.09327
enhver, 0.00006%, 0.09331
mester, 0.00006%, 0.09332
nationalpark, 0.00006%, 0.09334
populære, 0.00006%, 0.09327
punkt, 0.00006%, 0.09333
statistik, 0.00006%, 0.09337
lyngby, 0.00006%, 0.09343
oprindelse, 0.00006%, 0.09347
havn, 0.00006%, 0.09353
virker, 0.00006%, 0.09341
musiker, 0.00006%, 0.09345
cand, 0.00006%, 0.09349
fordelt, 0.00006%, 0.09355
kor, 0.00006%, 0.09358
særlige, 0.00006%, 0.09354
news, 0.00006%, 0.09351
skabte, 0.00006%, 0.09355
filosofi, 0.00006%, 0.09358
slægt, 0.00006%, 0.09357
sætte, 0.00006%, 0.09363
silkeborg, 0.00006%, 0.09368
karen, 0.00006%, 0.09373
karakter, 0.00006%, 0.09372
lex, 0.00006%, 0.09378
scott, 0.00006%, 0.09370
claus, 0.00006%, 0.09374
tjekkiet, 0.00006%, 0.09364
måned, 0.00006%, 0.09361
hvid, 0.00006%, 0.09360
vært, 0.00006%, 0.09364
grundlag, 0.00006%, 0.09365
iv, 0.00006%, 0.09368
chris, 0.00006%, 0.09373
sjælland, 0.00006%, 0.09374
regler, 0.00006%, 0.09371
operation, 0.00006%, 0.09376
nederlag, 0.00006%, 0.09376
bibliotek, 0.00006%, 0.09380
købte, 0.00006%, 0.09386
connection, 0.00006%, 0.09392
programmet, 0.00006%, 0.09392
sidder, 0.00006%, 0.09378
landkreis, 0.00006%, 0.09382
sek, 0.00006%, 0.09375
osv, 0.00006%, 0.09377
medvirkede, 0.00006%, 0.09379
opgave, 0.00006%, 0.09373
tokyo, 0.00006%, 0.09377
udenfor, 0.00006%, 0.09381
typer, 0.00006%, 0.09377
mesterskaber, 0.00006%, 0.09378
sv, 0.00006%, 0.09382
johann, 0.00006%, 0.09386
albums, 0.00006%, 0.09391
deltagere, 0.00006%, 0.09392
handel, 0.00006%, 0.09396
argentina, 0.00006%, 0.09395
kører, 0.00006%, 0.09399
helsingør, 0.00006%, 0.09405
udelukkende, 0.00006%, 0.09377
position, 0.00006%, 0.09376
sendte, 0.00006%, 0.09381
atter, 0.00006%, 0.09385
british, 0.00006%, 0.09379
skib, 0.00006%, 0.09376
nederlandene, 0.00006%, 0.09380
delstaten, 0.00006%, 0.09377
betegnelse, 0.00006%, 0.09376
science, 0.00006%, 0.09373
